protein	stretch_length	letter	group	pfam_id
ENSP00000378508	17	H	Hs_ps1-2	PF00226.30
ENSP00000378508	6	L	Hs_ps1-2	PF00226.30
ENSP00000378508	8	L	Hs_ps1-2	PF00226.30
ENSP00000378508	3	L	Hs_ps1-2	PF00226.30
ENSP00000359699	3	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	5	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	3	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	6	E	Hs_ps1-2	PF03265.14
ENSP00000359699	10	E	Hs_ps1-2	PF03265.14
ENSP00000359699	4	E	Hs_ps1-2	PF03265.14
ENSP00000359699	5	E	Hs_ps1-2	PF03265.14
ENSP00000359699	4	E	Hs_ps1-2	PF03265.14
ENSP00000359699	13	H	Hs_ps1-2	PF03265.14
ENSP00000359699	14	H	Hs_ps1-2	PF03265.14
ENSP00000359699	15	H	Hs_ps1-2	PF03265.14
ENSP00000359699	13	H	Hs_ps1-2	PF03265.14
ENSP00000359699	8	L	Hs_ps1-2	PF03265.14
ENSP00000359699	14	L	Hs_ps1-2	PF03265.14
ENSP00000359699	18	L	Hs_ps1-2	PF03265.14
ENSP00000359699	6	L	Hs_ps1-2	PF03265.14
ENSP00000359699	18	L	Hs_ps1-2	PF03265.14
ENSP00000359699	4	L	Hs_ps1-2	PF03265.14
ENSP00000359699	24	L	Hs_ps1-2	PF03265.14
ENSP00000359699	2	L	Hs_ps1-2	PF03265.14
ENSP00000359699	3	L	Hs_ps1-2	PF03265.14
ENSP00000359699	4	L	Hs_ps1-2	PF03265.14
ENSP00000359699	11	L	Hs_ps1-2	PF03265.14
ENSP00000359699	4	L	Hs_ps1-2	PF03265.14
ENSP00000359699	5	L	Hs_ps1-2	PF03265.14
ENSP00000359699	3	L	Hs_ps1-2	PF03265.14
ENSP00000359699	15	L	Hs_ps1-2	PF03265.14
ENSP00000359699	14	L	Hs_ps1-2	PF03265.14
ENSP00000359699	7	L	Hs_ps1-2	PF03265.14
ENSP00000359699	14	L	Hs_ps1-2	PF03265.14
ENSP00000359699	2	L	Hs_ps1-2	PF03265.14
ENSP00000264709	6	E	Hs_ps1-2	PF00145.16
ENSP00000264709	7	E	Hs_ps1-2	PF00145.16
ENSP00000264709	3	E	Hs_ps1-2	PF00145.16
ENSP00000264709	5	E	Hs_ps1-2	PF00145.16
ENSP00000264709	9	H	Hs_ps1-2	PF00145.16
ENSP00000264709	9	H	Hs_ps1-2	PF00145.16
ENSP00000264709	3	H	Hs_ps1-2	PF00145.16
ENSP00000264709	13	H	Hs_ps1-2	PF00145.16
ENSP00000264709	4	L	Hs_ps1-2	PF00145.16
ENSP00000264709	4	L	Hs_ps1-2	PF00145.16
ENSP00000264709	3	L	Hs_ps1-2	PF00145.16
ENSP00000264709	16	L	Hs_ps1-2	PF00145.16
ENSP00000264709	8	L	Hs_ps1-2	PF00145.16
ENSP00000264709	23	L	Hs_ps1-2	PF00145.16
ENSP00000264709	10	L	Hs_ps1-2	PF00145.16
ENSP00000264709	2	L	Hs_ps1-2	PF00145.16
ENSP00000008527	5	E	Hs_ps1-2	PF00875.17
ENSP00000008527	7	E	Hs_ps1-2	PF00875.17
ENSP00000008527	5	E	Hs_ps1-2	PF00875.17
ENSP00000008527	5	E	Hs_ps1-2	PF00875.17
ENSP00000008527	5	E	Hs_ps1-2	PF00875.17
ENSP00000008527	2	E	Hs_ps1-2	PF00875.17
ENSP00000008527	8	H	Hs_ps1-2	PF00875.17
ENSP00000008527	20	H	Hs_ps1-2	PF00875.17
ENSP00000008527	10	H	Hs_ps1-2	PF00875.17
ENSP00000008527	14	H	Hs_ps1-2	PF00875.17
ENSP00000008527	9	L	Hs_ps1-2	PF00875.17
ENSP00000008527	4	L	Hs_ps1-2	PF00875.17
ENSP00000008527	11	L	Hs_ps1-2	PF00875.17
ENSP00000008527	4	L	Hs_ps1-2	PF00875.17
ENSP00000008527	3	L	Hs_ps1-2	PF00875.17
ENSP00000008527	4	L	Hs_ps1-2	PF00875.17
ENSP00000008527	6	L	Hs_ps1-2	PF00875.17
ENSP00000008527	3	L	Hs_ps1-2	PF00875.17
ENSP00000008527	3	L	Hs_ps1-2	PF00875.17
ENSP00000008527	18	L	Hs_ps1-2	PF00875.17
ENSP00000296273	7	E	Hs_ps1-2	PF13177.5
ENSP00000296273	7	E	Hs_ps1-2	PF13177.5
ENSP00000296273	8	H	Hs_ps1-2	PF13177.5
ENSP00000296273	17	H	Hs_ps1-2	PF13177.5
ENSP00000296273	6	H	Hs_ps1-2	PF13177.5
ENSP00000296273	15	L	Hs_ps1-2	PF13177.5
ENSP00000296273	1	L	Hs_ps1-2	PF13177.5
ENSP00000296273	5	L	Hs_ps1-2	PF13177.5
ENSP00000296273	7	L	Hs_ps1-2	PF13177.5
ENSP00000296273	2	L	Hs_ps1-2	PF13177.5
ENSP00000368358	8	H	Hs_ps1-2	PF12254.7
ENSP00000368358	20	L	Hs_ps1-2	PF12254.7
ENSP00000366135	3	E	Hs_ps1-2	PF01612.19
ENSP00000366135	4	E	Hs_ps1-2	PF01612.19
ENSP00000366135	8	E	Hs_ps1-2	PF01612.19
ENSP00000366135	5	E	Hs_ps1-2	PF01612.19
ENSP00000366135	4	E	Hs_ps1-2	PF01612.19
ENSP00000366135	12	H	Hs_ps1-2	PF01612.19
ENSP00000366135	8	H	Hs_ps1-2	PF01612.19
ENSP00000366135	10	H	Hs_ps1-2	PF01612.19
ENSP00000366135	8	H	Hs_ps1-2	PF01612.19
ENSP00000366135	9	H	Hs_ps1-2	PF01612.19
ENSP00000366135	2	L	Hs_ps1-2	PF01612.19
ENSP00000366135	4	L	Hs_ps1-2	PF01612.19
ENSP00000366135	11	L	Hs_ps1-2	PF01612.19
ENSP00000366135	4	L	Hs_ps1-2	PF01612.19
ENSP00000366135	7	L	Hs_ps1-2	PF01612.19
ENSP00000366135	5	L	Hs_ps1-2	PF01612.19
ENSP00000366135	3	L	Hs_ps1-2	PF01612.19
ENSP00000366135	10	L	Hs_ps1-2	PF01612.19
ENSP00000366135	6	L	Hs_ps1-2	PF01612.19
ENSP00000366135	19	L	Hs_ps1-2	PF01612.19
ENSP00000368358	2	E	Hs_ps1-2	PF00136.20
ENSP00000368358	3	E	Hs_ps1-2	PF00136.20
ENSP00000368358	5	E	Hs_ps1-2	PF00136.20
ENSP00000368358	5	E	Hs_ps1-2	PF00136.20
ENSP00000368358	5	E	Hs_ps1-2	PF00136.20
ENSP00000368358	5	E	Hs_ps1-2	PF00136.20
ENSP00000368358	8	E	Hs_ps1-2	PF00136.20
ENSP00000368358	3	E	Hs_ps1-2	PF00136.20
ENSP00000368358	4	E	Hs_ps1-2	PF00136.20
ENSP00000368358	7	E	Hs_ps1-2	PF00136.20
ENSP00000368358	8	E	Hs_ps1-2	PF00136.20
ENSP00000368358	5	H	Hs_ps1-2	PF00136.20
ENSP00000368358	6	H	Hs_ps1-2	PF00136.20
ENSP00000368358	15	H	Hs_ps1-2	PF00136.20
ENSP00000368358	8	H	Hs_ps1-2	PF00136.20
ENSP00000368358	20	H	Hs_ps1-2	PF00136.20
ENSP00000368358	22	H	Hs_ps1-2	PF00136.20
ENSP00000368358	3	H	Hs_ps1-2	PF00136.20
ENSP00000368358	24	H	Hs_ps1-2	PF00136.20
ENSP00000368358	17	H	Hs_ps1-2	PF00136.20
ENSP00000368358	9	H	Hs_ps1-2	PF00136.20
ENSP00000368358	16	H	Hs_ps1-2	PF00136.20
ENSP00000368358	21	H	Hs_ps1-2	PF00136.20
ENSP00000368358	11	H	Hs_ps1-2	PF00136.20
ENSP00000368358	3	H	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	2	L	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	39	L	Hs_ps1-2	PF00136.20
ENSP00000368358	10	L	Hs_ps1-2	PF00136.20
ENSP00000368358	4	L	Hs_ps1-2	PF00136.20
ENSP00000368358	38	L	Hs_ps1-2	PF00136.20
ENSP00000368358	5	L	Hs_ps1-2	PF00136.20
ENSP00000368358	1	L	Hs_ps1-2	PF00136.20
ENSP00000368358	8	L	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	5	L	Hs_ps1-2	PF00136.20
ENSP00000368358	4	L	Hs_ps1-2	PF00136.20
ENSP00000368358	4	L	Hs_ps1-2	PF00136.20
ENSP00000368358	10	L	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	3	L	Hs_ps1-2	PF00136.20
ENSP00000368358	4	L	Hs_ps1-2	PF00136.20
ENSP00000368358	6	L	Hs_ps1-2	PF00136.20
ENSP00000368358	15	L	Hs_ps1-2	PF00136.20
ENSP00000368358	9	L	Hs_ps1-2	PF00136.20
ENSP00000368358	14	L	Hs_ps1-2	PF00136.20
ENSP00000368358	9	L	Hs_ps1-2	PF00136.20
ENSP00000368358	6	E	Hs_ps1-2	PF03104.18
ENSP00000368358	6	E	Hs_ps1-2	PF03104.18
ENSP00000368358	3	E	Hs_ps1-2	PF03104.18
ENSP00000368358	7	E	Hs_ps1-2	PF03104.18
ENSP00000368358	6	E	Hs_ps1-2	PF03104.18
ENSP00000368358	2	E	Hs_ps1-2	PF03104.18
ENSP00000368358	3	E	Hs_ps1-2	PF03104.18
ENSP00000368358	5	E	Hs_ps1-2	PF03104.18
ENSP00000368358	7	E	Hs_ps1-2	PF03104.18
ENSP00000368358	9	E	Hs_ps1-2	PF03104.18
ENSP00000368358	12	E	Hs_ps1-2	PF03104.18
ENSP00000368358	6	E	Hs_ps1-2	PF03104.18
ENSP00000368358	4	E	Hs_ps1-2	PF03104.18
ENSP00000368358	4	E	Hs_ps1-2	PF03104.18
ENSP00000368358	8	E	Hs_ps1-2	PF03104.18
ENSP00000368358	13	H	Hs_ps1-2	PF03104.18
ENSP00000368358	5	H	Hs_ps1-2	PF03104.18
ENSP00000368358	14	H	Hs_ps1-2	PF03104.18
ENSP00000368358	11	H	Hs_ps1-2	PF03104.18
ENSP00000368358	4	H	Hs_ps1-2	PF03104.18
ENSP00000368358	10	H	Hs_ps1-2	PF03104.18
ENSP00000368358	4	L	Hs_ps1-2	PF03104.18
ENSP00000368358	19	L	Hs_ps1-2	PF03104.18
ENSP00000368358	5	L	Hs_ps1-2	PF03104.18
ENSP00000368358	4	L	Hs_ps1-2	PF03104.18
ENSP00000368358	10	L	Hs_ps1-2	PF03104.18
ENSP00000368358	18	L	Hs_ps1-2	PF03104.18
ENSP00000368358	5	L	Hs_ps1-2	PF03104.18
ENSP00000368358	6	L	Hs_ps1-2	PF03104.18
ENSP00000368358	12	L	Hs_ps1-2	PF03104.18
ENSP00000368358	17	L	Hs_ps1-2	PF03104.18
ENSP00000368358	11	L	Hs_ps1-2	PF03104.18
ENSP00000368358	12	L	Hs_ps1-2	PF03104.18
ENSP00000368358	20	L	Hs_ps1-2	PF03104.18
ENSP00000368358	3	L	Hs_ps1-2	PF03104.18
ENSP00000368358	4	L	Hs_ps1-2	PF03104.18
ENSP00000368358	7	L	Hs_ps1-2	PF03104.18
ENSP00000368358	4	L	Hs_ps1-2	PF03104.18
ENSP00000368358	21	L	Hs_ps1-2	PF03104.18
ENSP00000368358	6	L	Hs_ps1-2	PF03104.18
ENSP00000360216	5	E	Hs_ps1-2	PF14792.5
ENSP00000360216	5	E	Hs_ps1-2	PF14792.5
ENSP00000360216	17	H	Hs_ps1-2	PF14792.5
ENSP00000360216	5	L	Hs_ps1-2	PF14792.5
ENSP00000360216	13	L	Hs_ps1-2	PF14792.5
ENSP00000360216	5	L	Hs_ps1-2	PF14792.5
ENSP00000360216	2	E	Hs_ps1-2	PF14791.5
ENSP00000360216	2	E	Hs_ps1-2	PF14791.5
ENSP00000360216	2	H	Hs_ps1-2	PF14791.5
ENSP00000360216	14	H	Hs_ps1-2	PF14791.5
ENSP00000360216	6	L	Hs_ps1-2	PF14791.5
ENSP00000360216	3	L	Hs_ps1-2	PF14791.5
ENSP00000360216	5	L	Hs_ps1-2	PF14791.5
ENSP00000360216	11	L	Hs_ps1-2	PF14791.5
ENSP00000216367	5	E	Hs_ps1-2	PF04042.15
ENSP00000216367	5	E	Hs_ps1-2	PF04042.15
ENSP00000216367	5	E	Hs_ps1-2	PF04042.15
ENSP00000216367	4	E	Hs_ps1-2	PF04042.15
ENSP00000216367	6	E	Hs_ps1-2	PF04042.15
ENSP00000216367	6	E	Hs_ps1-2	PF04042.15
ENSP00000216367	3	E	Hs_ps1-2	PF04042.15
ENSP00000216367	4	E	Hs_ps1-2	PF04042.15
ENSP00000216367	13	H	Hs_ps1-2	PF04042.15
ENSP00000216367	19	H	Hs_ps1-2	PF04042.15
ENSP00000216367	10	H	Hs_ps1-2	PF04042.15
ENSP00000216367	10	H	Hs_ps1-2	PF04042.15
ENSP00000216367	12	H	Hs_ps1-2	PF04042.15
ENSP00000216367	8	L	Hs_ps1-2	PF04042.15
ENSP00000216367	5	L	Hs_ps1-2	PF04042.15
ENSP00000216367	14	L	Hs_ps1-2	PF04042.15
ENSP00000216367	4	L	Hs_ps1-2	PF04042.15
ENSP00000216367	18	L	Hs_ps1-2	PF04042.15
ENSP00000216367	3	L	Hs_ps1-2	PF04042.15
ENSP00000216367	3	L	Hs_ps1-2	PF04042.15
ENSP00000216367	1	L	Hs_ps1-2	PF04042.15
ENSP00000216367	2	L	Hs_ps1-2	PF04042.15
ENSP00000216367	9	L	Hs_ps1-2	PF04042.15
ENSP00000216367	20	L	Hs_ps1-2	PF04042.15
ENSP00000216367	5	L	Hs_ps1-2	PF04042.15
ENSP00000216367	7	L	Hs_ps1-2	PF04042.15
ENSP00000360216	6	H	Hs_ps1-2	PF10391.8
ENSP00000360216	10	H	Hs_ps1-2	PF10391.8
ENSP00000360216	10	H	Hs_ps1-2	PF10391.8
ENSP00000360216	4	L	Hs_ps1-2	PF10391.8
ENSP00000360216	2	L	Hs_ps1-2	PF10391.8
ENSP00000360216	3	L	Hs_ps1-2	PF10391.8
ENSP00000370968	3	E	Hs_ps1-2	PF04931.12
ENSP00000370968	10	H	Hs_ps1-2	PF04931.12
ENSP00000370968	18	H	Hs_ps1-2	PF04931.12
ENSP00000370968	11	H	Hs_ps1-2	PF04931.12
ENSP00000370968	19	H	Hs_ps1-2	PF04931.12
ENSP00000370968	15	H	Hs_ps1-2	PF04931.12
ENSP00000370968	18	H	Hs_ps1-2	PF04931.12
ENSP00000370968	18	H	Hs_ps1-2	PF04931.12
ENSP00000370968	13	H	Hs_ps1-2	PF04931.12
ENSP00000370968	13	H	Hs_ps1-2	PF04931.12
ENSP00000370968	10	H	Hs_ps1-2	PF04931.12
ENSP00000370968	14	H	Hs_ps1-2	PF04931.12
ENSP00000370968	15	H	Hs_ps1-2	PF04931.12
ENSP00000370968	21	H	Hs_ps1-2	PF04931.12
ENSP00000370968	20	H	Hs_ps1-2	PF04931.12
ENSP00000370968	11	H	Hs_ps1-2	PF04931.12
ENSP00000370968	9	H	Hs_ps1-2	PF04931.12
ENSP00000370968	14	H	Hs_ps1-2	PF04931.12
ENSP00000370968	21	H	Hs_ps1-2	PF04931.12
ENSP00000370968	14	H	Hs_ps1-2	PF04931.12
ENSP00000370968	22	H	Hs_ps1-2	PF04931.12
ENSP00000370968	14	H	Hs_ps1-2	PF04931.12
ENSP00000370968	19	H	Hs_ps1-2	PF04931.12
ENSP00000370968	18	H	Hs_ps1-2	PF04931.12
ENSP00000370968	18	H	Hs_ps1-2	PF04931.12
ENSP00000370968	14	H	Hs_ps1-2	PF04931.12
ENSP00000370968	19	H	Hs_ps1-2	PF04931.12
ENSP00000370968	11	H	Hs_ps1-2	PF04931.12
ENSP00000370968	13	H	Hs_ps1-2	PF04931.12
ENSP00000370968	23	H	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000370968	9	L	Hs_ps1-2	PF04931.12
ENSP00000370968	7	L	Hs_ps1-2	PF04931.12
ENSP00000370968	2	L	Hs_ps1-2	PF04931.12
ENSP00000370968	1	L	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000370968	18	L	Hs_ps1-2	PF04931.12
ENSP00000370968	10	L	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000370968	7	L	Hs_ps1-2	PF04931.12
ENSP00000370968	2	L	Hs_ps1-2	PF04931.12
ENSP00000370968	5	L	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000370968	10	L	Hs_ps1-2	PF04931.12
ENSP00000370968	3	L	Hs_ps1-2	PF04931.12
ENSP00000370968	27	L	Hs_ps1-2	PF04931.12
ENSP00000370968	6	L	Hs_ps1-2	PF04931.12
ENSP00000370968	1	L	Hs_ps1-2	PF04931.12
ENSP00000370968	20	L	Hs_ps1-2	PF04931.12
ENSP00000370968	12	L	Hs_ps1-2	PF04931.12
ENSP00000370968	12	L	Hs_ps1-2	PF04931.12
ENSP00000370968	3	L	Hs_ps1-2	PF04931.12
ENSP00000370968	5	L	Hs_ps1-2	PF04931.12
ENSP00000370968	17	L	Hs_ps1-2	PF04931.12
ENSP00000370968	2	L	Hs_ps1-2	PF04931.12
ENSP00000370968	1	L	Hs_ps1-2	PF04931.12
ENSP00000370968	58	L	Hs_ps1-2	PF04931.12
ENSP00000370968	18	L	Hs_ps1-2	PF04931.12
ENSP00000370968	4	L	Hs_ps1-2	PF04931.12
ENSP00000256722	3	E	Hs_ps1-2	PF01712.18
ENSP00000256722	2	E	Hs_ps1-2	PF01712.18
ENSP00000256722	5	E	Hs_ps1-2	PF01712.18
ENSP00000256722	6	E	Hs_ps1-2	PF01712.18
ENSP00000256722	13	H	Hs_ps1-2	PF01712.18
ENSP00000256722	8	H	Hs_ps1-2	PF01712.18
ENSP00000256722	23	H	Hs_ps1-2	PF01712.18
ENSP00000256722	7	H	Hs_ps1-2	PF01712.18
ENSP00000256722	12	H	Hs_ps1-2	PF01712.18
ENSP00000256722	10	H	Hs_ps1-2	PF01712.18
ENSP00000256722	6	L	Hs_ps1-2	PF01712.18
ENSP00000256722	1	L	Hs_ps1-2	PF01712.18
ENSP00000256722	7	L	Hs_ps1-2	PF01712.18
ENSP00000256722	4	L	Hs_ps1-2	PF01712.18
ENSP00000256722	4	L	Hs_ps1-2	PF01712.18
ENSP00000256722	4	L	Hs_ps1-2	PF01712.18
ENSP00000256722	10	L	Hs_ps1-2	PF01712.18
ENSP00000256722	6	L	Hs_ps1-2	PF01712.18
ENSP00000256722	2	L	Hs_ps1-2	PF01712.18
ENSP00000256722	4	L	Hs_ps1-2	PF01712.18
ENSP00000485033	10	E	Hs_ps1-2	PF14429.5
ENSP00000485033	8	E	Hs_ps1-2	PF14429.5
ENSP00000485033	6	E	Hs_ps1-2	PF14429.5
ENSP00000485033	8	E	Hs_ps1-2	PF14429.5
ENSP00000485033	7	E	Hs_ps1-2	PF14429.5
ENSP00000485033	9	E	Hs_ps1-2	PF14429.5
ENSP00000485033	7	E	Hs_ps1-2	PF14429.5
ENSP00000485033	3	E	Hs_ps1-2	PF14429.5
ENSP00000485033	8	E	Hs_ps1-2	PF14429.5
ENSP00000485033	10	L	Hs_ps1-2	PF14429.5
ENSP00000485033	6	L	Hs_ps1-2	PF14429.5
ENSP00000485033	9	L	Hs_ps1-2	PF14429.5
ENSP00000485033	8	L	Hs_ps1-2	PF14429.5
ENSP00000485033	8	L	Hs_ps1-2	PF14429.5
ENSP00000485033	12	L	Hs_ps1-2	PF14429.5
ENSP00000485033	7	L	Hs_ps1-2	PF14429.5
ENSP00000485033	3	L	Hs_ps1-2	PF14429.5
ENSP00000485033	44	L	Hs_ps1-2	PF14429.5
ENSP00000258390	3	E	Hs_ps1-2	PF14429.5
ENSP00000258390	11	E	Hs_ps1-2	PF14429.5
ENSP00000258390	8	E	Hs_ps1-2	PF14429.5
ENSP00000258390	4	E	Hs_ps1-2	PF14429.5
ENSP00000258390	9	E	Hs_ps1-2	PF14429.5
ENSP00000258390	5	E	Hs_ps1-2	PF14429.5
ENSP00000258390	11	E	Hs_ps1-2	PF14429.5
ENSP00000258390	4	E	Hs_ps1-2	PF14429.5
ENSP00000258390	5	E	Hs_ps1-2	PF14429.5
ENSP00000258390	3	E	Hs_ps1-2	PF14429.5
ENSP00000258390	12	E	Hs_ps1-2	PF14429.5
ENSP00000258390	1	L	Hs_ps1-2	PF14429.5
ENSP00000258390	11	L	Hs_ps1-2	PF14429.5
ENSP00000258390	10	L	Hs_ps1-2	PF14429.5
ENSP00000258390	9	L	Hs_ps1-2	PF14429.5
ENSP00000258390	9	L	Hs_ps1-2	PF14429.5
ENSP00000258390	9	L	Hs_ps1-2	PF14429.5
ENSP00000258390	19	L	Hs_ps1-2	PF14429.5
ENSP00000258390	14	L	Hs_ps1-2	PF14429.5
ENSP00000258390	22	L	Hs_ps1-2	PF14429.5
ENSP00000258390	5	L	Hs_ps1-2	PF14429.5
ENSP00000258390	4	L	Hs_ps1-2	PF14429.5
ENSP00000485033	5	E	Hs_ps1-2	PF16172.4
ENSP00000485033	7	E	Hs_ps1-2	PF16172.4
ENSP00000485033	8	E	Hs_ps1-2	PF16172.4
ENSP00000485033	10	E	Hs_ps1-2	PF16172.4
ENSP00000485033	14	E	Hs_ps1-2	PF16172.4
ENSP00000485033	8	E	Hs_ps1-2	PF16172.4
ENSP00000485033	22	H	Hs_ps1-2	PF16172.4
ENSP00000485033	24	H	Hs_ps1-2	PF16172.4
ENSP00000485033	17	H	Hs_ps1-2	PF16172.4
ENSP00000485033	13	H	Hs_ps1-2	PF16172.4
ENSP00000485033	5	H	Hs_ps1-2	PF16172.4
ENSP00000485033	10	H	Hs_ps1-2	PF16172.4
ENSP00000485033	11	H	Hs_ps1-2	PF16172.4
ENSP00000485033	1	L	Hs_ps1-2	PF16172.4
ENSP00000485033	4	L	Hs_ps1-2	PF16172.4
ENSP00000485033	7	L	Hs_ps1-2	PF16172.4
ENSP00000485033	13	L	Hs_ps1-2	PF16172.4
ENSP00000485033	29	L	Hs_ps1-2	PF16172.4
ENSP00000485033	11	L	Hs_ps1-2	PF16172.4
ENSP00000485033	5	L	Hs_ps1-2	PF16172.4
ENSP00000485033	15	L	Hs_ps1-2	PF16172.4
ENSP00000485033	11	L	Hs_ps1-2	PF16172.4
ENSP00000485033	18	L	Hs_ps1-2	PF16172.4
ENSP00000485033	42	L	Hs_ps1-2	PF16172.4
ENSP00000485033	11	L	Hs_ps1-2	PF16172.4
ENSP00000485033	4	L	Hs_ps1-2	PF16172.4
ENSP00000376776	8	E	Hs_ps1-2	PF03351.16
ENSP00000376776	8	E	Hs_ps1-2	PF03351.16
ENSP00000376776	5	E	Hs_ps1-2	PF03351.16
ENSP00000376776	6	E	Hs_ps1-2	PF03351.16
ENSP00000376776	6	E	Hs_ps1-2	PF03351.16
ENSP00000376776	8	E	Hs_ps1-2	PF03351.16
ENSP00000376776	8	E	Hs_ps1-2	PF03351.16
ENSP00000376776	4	L	Hs_ps1-2	PF03351.16
ENSP00000376776	5	L	Hs_ps1-2	PF03351.16
ENSP00000376776	11	L	Hs_ps1-2	PF03351.16
ENSP00000376776	4	L	Hs_ps1-2	PF03351.16
ENSP00000376776	15	L	Hs_ps1-2	PF03351.16
ENSP00000376776	3	L	Hs_ps1-2	PF03351.16
ENSP00000376776	16	L	Hs_ps1-2	PF03351.16
ENSP00000381657	4	E	Hs_ps1-2	PF08123.12
ENSP00000381657	4	E	Hs_ps1-2	PF08123.12
ENSP00000381657	5	E	Hs_ps1-2	PF08123.12
ENSP00000381657	5	E	Hs_ps1-2	PF08123.12
ENSP00000381657	2	E	Hs_ps1-2	PF08123.12
ENSP00000381657	7	E	Hs_ps1-2	PF08123.12
ENSP00000381657	3	E	Hs_ps1-2	PF08123.12
ENSP00000381657	3	H	Hs_ps1-2	PF08123.12
ENSP00000381657	5	H	Hs_ps1-2	PF08123.12
ENSP00000381657	11	H	Hs_ps1-2	PF08123.12
ENSP00000381657	12	H	Hs_ps1-2	PF08123.12
ENSP00000381657	19	H	Hs_ps1-2	PF08123.12
ENSP00000381657	8	H	Hs_ps1-2	PF08123.12
ENSP00000381657	14	H	Hs_ps1-2	PF08123.12
ENSP00000381657	4	L	Hs_ps1-2	PF08123.12
ENSP00000381657	14	L	Hs_ps1-2	PF08123.12
ENSP00000381657	6	L	Hs_ps1-2	PF08123.12
ENSP00000381657	3	L	Hs_ps1-2	PF08123.12
ENSP00000381657	14	L	Hs_ps1-2	PF08123.12
ENSP00000381657	6	L	Hs_ps1-2	PF08123.12
ENSP00000381657	6	L	Hs_ps1-2	PF08123.12
ENSP00000381657	3	L	Hs_ps1-2	PF08123.12
ENSP00000381657	5	L	Hs_ps1-2	PF08123.12
ENSP00000381657	4	L	Hs_ps1-2	PF08123.12
ENSP00000381657	8	L	Hs_ps1-2	PF08123.12
ENSP00000381657	10	L	Hs_ps1-2	PF08123.12
ENSP00000381657	6	L	Hs_ps1-2	PF08123.12
ENSP00000381657	5	L	Hs_ps1-2	PF08123.12
ENSP00000216367	13	H	Hs_ps1-2	PF12213.7
ENSP00000216367	12	H	Hs_ps1-2	PF12213.7
ENSP00000216367	14	H	Hs_ps1-2	PF12213.7
ENSP00000216367	6	L	Hs_ps1-2	PF12213.7
ENSP00000216367	6	L	Hs_ps1-2	PF12213.7
ENSP00000216367	10	L	Hs_ps1-2	PF12213.7
ENSP00000265191	22	H	Hs_ps1-2	PF05186.12
ENSP00000265191	5	L	Hs_ps1-2	PF05186.12
ENSP00000490722	4	E	Hs_ps1-2	PF10034.8
ENSP00000490722	5	E	Hs_ps1-2	PF10034.8
ENSP00000490722	7	E	Hs_ps1-2	PF10034.8
ENSP00000490722	5	E	Hs_ps1-2	PF10034.8
ENSP00000490722	8	E	Hs_ps1-2	PF10034.8
ENSP00000490722	3	E	Hs_ps1-2	PF10034.8
ENSP00000490722	3	E	Hs_ps1-2	PF10034.8
ENSP00000490722	5	E	Hs_ps1-2	PF10034.8
ENSP00000490722	2	E	Hs_ps1-2	PF10034.8
ENSP00000490722	5	E	Hs_ps1-2	PF10034.8
ENSP00000490722	16	H	Hs_ps1-2	PF10034.8
ENSP00000490722	6	H	Hs_ps1-2	PF10034.8
ENSP00000490722	11	H	Hs_ps1-2	PF10034.8
ENSP00000490722	9	H	Hs_ps1-2	PF10034.8
ENSP00000490722	9	H	Hs_ps1-2	PF10034.8
ENSP00000490722	20	H	Hs_ps1-2	PF10034.8
ENSP00000490722	19	H	Hs_ps1-2	PF10034.8
ENSP00000490722	13	H	Hs_ps1-2	PF10034.8
ENSP00000490722	20	H	Hs_ps1-2	PF10034.8
ENSP00000490722	39	H	Hs_ps1-2	PF10034.8
ENSP00000490722	23	H	Hs_ps1-2	PF10034.8
ENSP00000490722	26	H	Hs_ps1-2	PF10034.8
ENSP00000490722	28	H	Hs_ps1-2	PF10034.8
ENSP00000490722	11	H	Hs_ps1-2	PF10034.8
ENSP00000490722	36	H	Hs_ps1-2	PF10034.8
